data/sim_graphs/g10,"5,13,9,8,10,1,15,12,3,17",158.487
data/sim_graphs/g23,"6",47.397
data/sim_graphs/g23,"6,5",69.183
data/sim_graphs/g23,"6,5,8",87.743
data/sim_graphs/g23,"6,5,8,9",101.633
data/sim_graphs/g23,"6,5,8,9,51",113.087
data/sim_graphs/g23,"6,5,8,9,51,10",120.754
data/sim_graphs/g23,"6,5,8,9,51,10,21",128.362
data/sim_graphs/g23,"6,5,8,9,51,10,21,25",135.501
data/sim_graphs/g23,"6,5,8,9,51,10,21,25,0",141.449
data/sim_graphs/g23,"6,5,8,9,51,10,21,25,0,16",146.939
data/sim_graphs/g22,"6",39.758
data/sim_graphs/g22,"6,5",61.22
data/sim_graphs/g22,"6,5,8",77.323
data/sim_graphs/g22,"6,5,8,9",89.181
data/sim_graphs/g22,"6,5,8,9,51",98.878
data/sim_graphs/g22,"6,5,8,9,51,21",106.577
data/sim_graphs/g22,"6,5,8,9,51,21,25",113.587
data/sim_graphs/g22,"6,5,8,9,51,21,25,2",118.774
data/sim_graphs/g22,"6,5,8,9,51,21,25,2,10",124.352
data/sim_graphs/g22,"6,5,8,9,51,21,25,2,10,1",129.809
data/sim_graphs/g1,"6",45.511
data/sim_graphs/g1,"6,5",72.063
data/sim_graphs/g1,"6,5,8",88.082
data/sim_graphs/g1,"6,5,8,51",102.291
data/sim_graphs/g1,"6,5,8,51,9",113.616
data/sim_graphs/g1,"6,5,8,51,9,25",122.877
data/sim_graphs/g1,"6,5,8,51,9,25,10",129.429
data/sim_graphs/g1,"6,5,8,51,9,25,10,21",136.924
data/sim_graphs/g1,"6,5,8,51,9,25,10,21,7",143.368
data/sim_graphs/g1,"6,5,8,51,9,25,10,21,7,4",149.452
data/sim_graphs/g4,"5",36.186
data/sim_graphs/g4,"5,9",59.451
data/sim_graphs/g4,"5,9,13",78.398
data/sim_graphs/g4,"5,9,13,10",89.412
data/sim_graphs/g4,"5,9,13,10,1",99.742
data/sim_graphs/g4,"5,9,13,10,1,8",107.729
data/sim_graphs/g4,"5,9,13,10,1,8,4",113.501
data/sim_graphs/g4,"5,9,13,10,1,8,4,18",118.698
data/sim_graphs/g4,"5,9,13,10,1,8,4,18,7",124.267
data/sim_graphs/g4,"5,9,13,10,1,8,4,18,7,15",129.114
data/sim_graphs/g21,"6",49.046
data/sim_graphs/g21,"6,5",75.582
data/sim_graphs/g21,"6,5,8",93.515
data/sim_graphs/g21,"6,5,8,10",109.889
data/sim_graphs/g21,"6,5,8,10,9",122.743
data/sim_graphs/g21,"6,5,8,10,9,51",132.524
data/sim_graphs/g21,"6,5,8,10,9,51,25",141.464
data/sim_graphs/g21,"6,5,8,10,9,51,25,0",149.756
data/sim_graphs/g21,"6,5,8,10,9,51,25,0,11",156.355
data/sim_graphs/g21,"6,5,8,10,9,51,25,0,11,1",161.98
data/sim_graphs/g11,"6",37.35
data/sim_graphs/g11,"6,5",55.638
data/sim_graphs/g11,"6,5,8",69.956
data/sim_graphs/g11,"6,5,8,9",80.786
data/sim_graphs/g11,"6,5,8,9,51",90.747
data/sim_graphs/g11,"6,5,8,9,51,21",98.782
data/sim_graphs/g11,"6,5,8,9,51,21,10",105.073
data/sim_graphs/g11,"6,5,8,9,51,21,10,25",111.378
data/sim_graphs/g11,"6,5,8,9,51,21,10,25,2",115.475
data/sim_graphs/g11,"6,5,8,9,51,21,10,25,2,26",119.139
data/sim_graphs/g2,"5",34.763
data/sim_graphs/g2,"5,13",54.544
data/sim_graphs/g2,"5,13,9",68.34
data/sim_graphs/g2,"5,13,9,10",79.581
data/sim_graphs/g2,"5,13,9,10,1",88.008
data/sim_graphs/g2,"5,13,9,10,1,8",94.95
data/sim_graphs/g2,"5,13,9,10,1,8,15",102.14
data/sim_graphs/g2,"5,13,9,10,1,8,15,4",106.881
data/sim_graphs/g2,"5,13,9,10,1,8,15,4,6",111.102
data/sim_graphs/g2,"5,13,9,10,1,8,15,4,6,12",115.111
data/sim_graphs/g9,"6",38.026
data/sim_graphs/g9,"6,9",56.202
data/sim_graphs/g9,"6,9,5",71.182
data/sim_graphs/g9,"6,9,5,8",82.529
data/sim_graphs/g9,"6,9,5,8,51",92.299
data/sim_graphs/g9,"6,9,5,8,51,21",100.597
data/sim_graphs/g9,"6,9,5,8,51,21,10",106.78
data/sim_graphs/g9,"6,9,5,8,51,21,10,25",111.995
data/sim_graphs/g9,"6,9,5,8,51,21,10,25,16",117.205
data/sim_graphs/g9,"6,9,5,8,51,21,10,25,16,4",122.103
data/sim_graphs/g7,"5",37.41
data/sim_graphs/g7,"5,9",59.371
data/sim_graphs/g7,"5,9,13",73.887
data/sim_graphs/g7,"5,9,13,15",84.612
data/sim_graphs/g7,"5,9,13,15,1",93.095
data/sim_graphs/g7,"5,9,13,15,1,6",101.216
data/sim_graphs/g7,"5,9,13,15,1,6,8",106.86
data/sim_graphs/g7,"5,9,13,15,1,6,8,10",112.593
data/sim_graphs/g7,"5,9,13,15,1,6,8,10,4",117.464
data/sim_graphs/g7,"5,9,13,15,1,6,8,10,4,11",121.919
data/sim_graphs/g15,"6",35.421
data/sim_graphs/g15,"6,5",55.437
data/sim_graphs/g15,"6,5,8",70.045
data/sim_graphs/g15,"6,5,8,9",80.443
data/sim_graphs/g15,"6,5,8,9,51",91.836
data/sim_graphs/g15,"6,5,8,9,51,21",98.605
data/sim_graphs/g15,"6,5,8,9,51,21,2",104.379
data/sim_graphs/g15,"6,5,8,9,51,21,2,10",110.048
data/sim_graphs/g15,"6,5,8,9,51,21,2,10,11",114.896
data/sim_graphs/g15,"6,5,8,9,51,21,2,10,11,25",119.424
data/sim_graphs/g6,"6",47.147
data/sim_graphs/g6,"6,5",71.923
data/sim_graphs/g6,"6,5,8",89.924
data/sim_graphs/g6,"6,5,8,9",103.164
data/sim_graphs/g6,"6,5,8,9,51",115.299
data/sim_graphs/g6,"6,5,8,9,51,10",124.387
data/sim_graphs/g6,"6,5,8,9,51,10,0",132.488
data/sim_graphs/g6,"6,5,8,9,51,10,0,21",140.371
data/sim_graphs/g6,"6,5,8,9,51,10,0,21,2",146.624
data/sim_graphs/g6,"6,5,8,9,51,10,0,21,2,55",152.153
data/sim_graphs/g14,"6",44.541
data/sim_graphs/g14,"6,5",67.399
data/sim_graphs/g14,"6,5,8",83.883
data/sim_graphs/g14,"6,5,8,9",97.024
data/sim_graphs/g14,"6,5,8,9,51",107.67
data/sim_graphs/g14,"6,5,8,9,51,10",117.657
data/sim_graphs/g14,"6,5,8,9,51,10,25",124.524
data/sim_graphs/g14,"6,5,8,9,51,10,25,2",129.918
data/sim_graphs/g14,"6,5,8,9,51,10,25,2,18",135.006
data/sim_graphs/g14,"6,5,8,9,51,10,25,2,18,0",140.563
data/sim_graphs/g20,"5",39.673
data/sim_graphs/g20,"5,13",62.012
data/sim_graphs/g20,"5,13,9",81.926
data/sim_graphs/g20,"5,13,9,1",92.644
data/sim_graphs/g20,"5,13,9,1,10",104.572
data/sim_graphs/g20,"5,13,9,1,10,15",111.337
data/sim_graphs/g20,"5,13,9,1,10,15,8",118.915
data/sim_graphs/g20,"5,13,9,1,10,15,8,7",125.031
data/sim_graphs/g20,"5,13,9,1,10,15,8,7,17",129.573
data/sim_graphs/g20,"5,13,9,1,10,15,8,7,17,39",134.871
data/sim_graphs/g29,"6",48.268
data/sim_graphs/g29,"6,5",72.908
data/sim_graphs/g29,"6,5,8",92.566
data/sim_graphs/g29,"6,5,8,10",107.212
data/sim_graphs/g29,"6,5,8,10,9",120.406
data/sim_graphs/g29,"6,5,8,10,9,51",129.448
data/sim_graphs/g29,"6,5,8,10,9,51,25",137.207
data/sim_graphs/g29,"6,5,8,10,9,51,25,11",143.772
data/sim_graphs/g29,"6,5,8,10,9,51,25,11,3",150.605
data/sim_graphs/g29,"6,5,8,10,9,51,25,11,3,21",155.974
data/sim_graphs/g24,"5",38.531
data/sim_graphs/g24,"5,13",61.57
data/sim_graphs/g24,"5,13,9",79.758
data/sim_graphs/g24,"5,13,9,1",93.744
data/sim_graphs/g24,"5,13,9,1,10",104.465
data/sim_graphs/g24,"5,13,9,1,10,8",111.337
data/sim_graphs/g24,"5,13,9,1,10,8,6",118.016
data/sim_graphs/g24,"5,13,9,1,10,8,6,3",123.75
data/sim_graphs/g24,"5,13,9,1,10,8,6,3,15",129.451
data/sim_graphs/g24,"5,13,9,1,10,8,6,3,15,4",134.71
data/sim_graphs/g3,"6",43.229
data/sim_graphs/g3,"6,5",62.594
data/sim_graphs/g3,"6,5,9",79.689
data/sim_graphs/g3,"6,5,9,51",89.385
data/sim_graphs/g3,"6,5,9,51,8",101.446
data/sim_graphs/g3,"6,5,9,51,8,21",110.97
data/sim_graphs/g3,"6,5,9,51,8,21,10",116.78
data/sim_graphs/g3,"6,5,9,51,8,21,10,25",121.418
data/sim_graphs/g3,"6,5,9,51,8,21,10,25,48",126.513
data/sim_graphs/g3,"6,5,9,51,8,21,10,25,48,2",130.954
data/sim_graphs/g25,"5",38.291
data/sim_graphs/g25,"5,13",62.873
data/sim_graphs/g25,"5,13,9",81.609
data/sim_graphs/g25,"5,13,9,10",94.128
data/sim_graphs/g25,"5,13,9,10,15",102.656
data/sim_graphs/g25,"5,13,9,10,15,8",111.907
data/sim_graphs/g25,"5,13,9,10,15,8,1",119.97
data/sim_graphs/g25,"5,13,9,10,15,8,1,6",125.921
data/sim_graphs/g25,"5,13,9,10,15,8,1,6,7",130.704
data/sim_graphs/g25,"5,13,9,10,15,8,1,6,7,43",135.322
data/sim_graphs/g17,"5",43.132
data/sim_graphs/g17,"5,13",71.614
data/sim_graphs/g17,"5,13,9",89.417
data/sim_graphs/g17,"5,13,9,8",100.844
data/sim_graphs/g17,"5,13,9,8,10",111.933
data/sim_graphs/g17,"5,13,9,8,10,1",123.132
data/sim_graphs/g17,"5,13,9,8,10,1,15",129.152
data/sim_graphs/g17,"5,13,9,8,10,1,15,18",135.936
data/sim_graphs/g17,"5,13,9,8,10,1,15,18,4",140.557
data/sim_graphs/g17,"5,13,9,8,10,1,15,18,4,7",145.751
data/sim_graphs/g27,"5",39.184
data/sim_graphs/g27,"5,13",63.855
data/sim_graphs/g27,"5,13,9",81.81
data/sim_graphs/g27,"5,13,9,10",95.071
data/sim_graphs/g27,"5,13,9,10,8",103.49
data/sim_graphs/g27,"5,13,9,10,8,15",112.155
data/sim_graphs/g27,"5,13,9,10,8,15,1",120.581
data/sim_graphs/g27,"5,13,9,10,8,15,1,7",127.63
data/sim_graphs/g27,"5,13,9,10,8,15,1,7,12",132.157
data/sim_graphs/g27,"5,13,9,10,8,15,1,7,12,39",135.92
